codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_elemento_despesa,tipo_fonte,codigo_fonte,valor_atual_categoria_economica,valor_orcado_categoria_economica
48,201300,13,13,4,131,37,2,40,0,31901100,0,0,0,140000
48,201300,14,14,27,122,37,2,42,0,31901100,0,0,0,240000
48,201300,15,15,12,368,231,2,44,0,31900400,0,0,0,1260000
48,201300,16,16,4,122,37,2,48,0,31901100,0,0,0,120000
48,201300,17,17,13,392,307,1,8,0,44905100,0,0,0,100000
48,201300,18,18,4,124,42,2,52,0,31901100,0,0,0,180000
48,201300,20,20,18,122,37,2,38,0,31901100,0,0,0,200000
48,201300,21,21,8,243,131,2,12,0,33903000,0,0,0,1000
48,201300,22,22,8,244,137,2,11,0,33903000,0,0,0,1000
48,201300,23,23,8,244,137,1,1,0,44905100,0,0,0,100000
48,201300,24,24,8,244,137,2,19,0,33903000,0,0,0,10000
48,201300,25,25,6,182,107,2,62,0,31901100,0,0,0,10000
48,201300,26,26,23,691,491,2,64,0,31901100,0,0,0,134836
48,201400,1,1,1,31,1,2,1,0,31900300,0,0,0,98000
48,201400,2,2,4,122,37,2,2,0,31900400,0,0,0,5000
48,201400,4,4,4,122,37,2,4,0,31901100,0,0,0,380000
48,201400,6,6,4,122,37,2,6,0,31900100,0,0,0,5000
48,201400,7,7,8,122,37,2,9,0,31900400,0,0,0,25000
48,201400,8,8,12,361,231,1,6,0,33903900,0,0,0,500000
48,201400,9,9,10,122,37,2,36,0,31900400,0,0,0,900000
48,201400,10,10,4,122,37,2,50,0,31901100,0,0,0,800000
48,201400,11,11,17,544,412,1,21,0,44905100,0,0,0,100000
48,201400,15,15,12,361,231,2,53,0,31900400,0,0,0,1100000
48,201400,16,16,4,122,37,2,58,0,31901100,0,0,0,200000
48,201400,17,17,13,392,307,1,26,0,44905100,0,0,0,100000
48,201400,20,20,18,122,37,2,63,0,31901100,0,0,0,400000
48,201400,21,21,8,243,131,2,65,0,33504100,0,0,0,20000
48,201400,22,22,8,244,137,2,68,0,33903000,0,0,0,15000
48,201400,23,23,4,122,37,2,69,0,33903000,0,0,0,20000
48,201400,24,24,8,244,137,2,70,0,33903000,0,0,0,10000
48,201400,26,26,23,691,491,2,71,0,31901100,0,0,0,200000
48,201400,27,27,18,541,401,2,72,0,33903000,0,0,0,10000
48,201500,1,1,1,31,1,2,1,0,31900300,1,0,0,98000
48,201500,2,2,4,122,37,2,2,0,31900400,1,0,0,30000
48,201500,4,4,4,122,37,2,4,0,31901100,1,0,0,460000
48,201500,6,6,4,122,37,2,6,0,31900100,1,0,0,53000
48,201500,7,7,8,241,121,2,9,0,31901300,1,0,0,792
48,201500,8,8,12,361,231,1,5,0,33903000,1,0,0,20000
48,201500,9,9,10,122,37,2,36,0,31900400,1,21,0,1700000
48,201500,10,10,4,122,37,2,53,0,31901100,1,0,0,810000
48,201500,11,11,17,544,412,1,27,0,44905100,1,0,0,50000
48,201500,15,15,12,361,231,1,30,0,44905100,2,13,0,60000
48,201500,16,16,4,122,37,2,61,0,31901100,1,0,0,200000
48,201500,17,17,13,392,307,1,34,0,44905100,1,0,0,50000
48,201500,20,20,18,122,37,2,66,0,31901100,1,0,0,400000
48,201500,21,21,8,243,131,2,68,0,33504100,1,0,0,25000
48,201500,22,22,8,244,137,2,71,0,33903000,1,0,0,15000
48,201500,23,23,4,122,37,2,72,0,33903000,1,0,0,20000
48,201500,24,24,8,244,137,2,73,0,33903000,1,0,0,42300
48,201500,26,26,23,691,491,2,74,0,31901100,1,0,0,200000
48,201500,27,27,18,541,401,2,75,0,33903000,1,0,0,20000
48,201500,28,28,8,122,37,2,76,0,31900400,1,0,0,25000
48,201500,29,29,4,182,107,2,79,0,31901100,1,0,0,162000
48,201500,30,30,4,124,42,2,80,0,31901100,1,0,0,186566
48,201500,31,31,4,122,37,2,81,0,31900100,1,0,0,53000
48,201500,32,32,13,392,307,1,42,0,44905100,1,0,0,50000
48,201500,33,33,27,122,37,2,86,0,31901100,1,0,0,182482
48,201500,34,34,4,123,37,2,87,0,31901100,1,0,0,1092021
48,201500,35,35,13,392,307,1,47,0,33903900,1,0,0,10000
48,201600,1,1,1,31,1,2,1,0,31900300,1,1,0,98000
48,201600,2,2,4,122,37,2,2,0,31900400,1,1,0,5000
48,201600,4,4,4,122,37,2,4,0,31901100,1,1,0,400000
48,201600,7,7,8,241,121,2,9,0,31901300,1,1,0,700
48,201600,8,8,12,361,231,1,5,0,33903000,1,2,0,20000
48,201600,9,9,10,122,37,2,36,0,31900400,1,3,0,1100000
48,201600,10,10,4,122,37,2,53,0,31901100,1,1,0,1300000
48,201600,11,11,20,122,37,2,56,0,31901100,1,1,0,350000
48,201600,15,15,12,361,231,1,30,0,44905100,2,14,0,70000
48,201600,16,16,4,122,37,2,61,0,31901100,1,1,0,200000
48,201600,20,20,18,122,37,2,66,0,31901100,1,1,0,526000
48,201600,21,21,8,243,131,2,68,0,33504100,1,1,0,26000
48,201600,22,22,8,244,137,2,71,0,33903000,1,1,0,15000
48,201600,23,23,4,122,37,2,72,0,33903000,1,1,0,20000
48,201600,24,24,8,244,137,2,73,0,31901100,1,1,0,60000
48,201600,26,26,23,691,491,2,74,0,31901100,1,1,0,250000
48,201600,27,27,18,541,401,2,75,0,33903000,2,27,0,20000
48,201600,28,28,8,122,37,2,76,0,31900400,1,1,0,26000
48,201600,29,29,4,182,107,2,79,0,31901100,1,1,0,250000
48,201600,30,30,4,124,42,2,80,0,31901100,1,1,0,250000
48,201600,31,31,4,122,37,2,81,0,31900100,1,1,0,50000
48,201600,32,32,13,392,307,1,34,0,44905100,2,22,0,50000
48,201600,33,33,27,122,37,2,86,0,31901100,1,1,0,450000
48,201600,34,34,4,123,37,2,87,0,31901100,1,1,0,1369472
48,201600,35,35,13,392,307,1,47,0,33903900,1,1,0,5000
48,201700,1,1,1,31,1,2,1,0,31900300,1,1,0,122000
48,201700,2,2,4,122,37,2,2,0,31900400,1,1,0,5000
48,201700,4,4,4,122,37,2,4,0,31901100,1,1,0,510000
48,201700,7,7,8,241,121,2,9,0,31901300,1,1,0,1000
48,201700,8,8,12,361,231,1,5,0,33903000,2,2,0,30000
48,201700,9,9,10,122,37,2,36,0,31900400,2,3,0,200000
48,201700,10,10,4,122,37,2,53,0,31901100,1,1,0,1250000
48,201700,11,11,20,122,37,2,56,0,31901100,1,1,0,430000
48,201700,15,15,12,361,231,1,30,0,44905100,2,14,0,80000
48,201700,16,16,4,122,37,2,61,0,31901100,1,1,0,180000
48,201700,20,20,18,122,37,2,66,0,31901100,1,1,0,510000
48,201700,21,21,8,243,131,2,68,0,33504100,1,1,0,30000
48,201700,22,22,8,244,137,2,71,0,31900400,1,1,0,10000
48,201700,23,23,4,122,37,2,72,0,31900400,1,1,0,39000
48,201700,24,24,8,244,137,2,73,0,31900400,1,1,0,10000
48,201700,26,26,23,691,491,2,74,0,31901100,1,1,0,220000
48,201700,27,27,18,541,401,2,75,0,33903000,2,27,0,20000
48,201700,28,28,8,122,37,2,76,0,31900400,1,1,0,450000
48,201700,29,29,4,182,107,2,79,0,31901100,1,1,0,150000
48,201700,30,30,4,124,42,2,80,0,31901100,1,1,0,400000
48,201700,31,31,4,122,37,2,81,0,31900100,1,1,0,70000
48,201700,32,32,13,392,307,1,34,0,44905100,2,22,0,80000
48,201700,33,33,27,122,37,2,86,0,31901100,1,1,0,450000
48,201700,34,34,4,123,37,2,87,0,31901100,1,1,0,2300000
48,201700,35,35,13,392,307,1,47,0,33903900,1,1,0,5000
48,201800,1,1,1,31,1,2,1,0,31900300,1,1,0,121216
48,201800,2,2,4,122,37,2,2,0,31900400,1,1,0,5000
48,201800,4,4,4,122,37,2,4,0,31901100,1,1,0,415000
48,201800,7,7,4,122,37,2,125,0,31900400,1,1,0,5000
48,201800,8,8,12,361,231,1,5,0,33903000,2,2,0,30000
48,201800,9,9,4,122,37,2,124,0,31900400,1,1,0,8000
48,201800,10,10,4,122,37,2,53,0,31901100,1,1,0,2800000
48,201800,11,11,20,122,37,2,56,0,31901100,1,1,0,430000
48,201800,15,15,12,361,231,1,30,0,44905100,2,14,0,150000
48,201800,16,16,4,122,37,2,61,0,31901100,1,1,0,60000
48,201800,20,20,18,122,37,2,66,0,31901100,1,1,0,450000
48,201800,21,21,8,243,131,2,68,0,33504100,1,1,0,30000
48,201800,22,22,8,244,137,2,71,0,31900400,1,1,0,10000
48,201800,23,23,4,122,37,2,72,0,31900400,1,1,0,39000
48,201800,24,24,8,244,137,2,73,0,31900400,1,1,0,10000
48,201800,26,26,23,691,491,2,74,0,31901100,1,1,0,220000
48,201800,27,27,18,541,401,2,75,0,33903000,2,27,0,20000
48,201800,28,28,8,122,37,2,76,0,31900400,1,1,0,100000
48,201800,29,29,4,182,107,2,79,0,31901100,1,1,0,100000
48,201800,30,30,4,124,42,2,80,0,31901100,1,1,0,400000
48,201800,31,31,4,122,37,2,81,0,31900100,1,1,0,70000
48,201800,32,32,13,392,307,1,34,0,44905100,2,22,0,80000
48,201800,33,33,27,122,37,2,86,0,31901100,1,1,0,160000
48,201800,34,34,4,123,37,2,87,0,31901100,1,1,0,2000000
48,201800,35,35,4,122,37,2,122,0,31901100,1,1,0,800000
48,201800,36,36,12,122,37,2,121,0,31900400,2,2,0,100000
48,201800,37,37,10,122,37,2,36,0,31900400,2,3,0,50000
48,201900,1,1,1,31,1,2,1,0,31900300,1,1000000,0,130000
48,201900,2,2,4,122,37,2,2,0,31900400,1,1000000,0,5000
48,201900,4,4,4,122,37,2,4,0,31900400,1,1000000,0,10000
48,201900,7,7,4,122,37,2,125,0,31900400,1,1000000,0,5000
48,201900,8,8,12,361,231,1,5,0,44905100,1,1000000,0,300000
48,201900,9,9,4,122,37,2,124,0,31900400,1,211000000,0,8000
48,201900,10,10,4,122,37,2,53,0,31900400,1,1000000,0,50000
48,201900,11,11,20,122,37,2,56,0,31900400,1,1000000,0,10000
48,201900,15,15,12,361,231,1,30,0,44905100,1,112000000,0,120000
48,201900,16,16,4,122,37,2,61,0,31900400,1,1000000,0,10000
48,201900,20,20,18,122,37,2,66,0,31900400,1,1000000,0,50000
48,201900,21,21,8,243,131,2,68,0,33504100,1,1000000,0,30000
48,201900,22,22,8,244,137,2,71,0,31900400,1,1000000,0,10000
48,201900,23,23,4,122,37,2,72,0,31900400,1,1000000,0,25000
48,201900,24,24,8,244,137,2,73,0,31900400,1,1000000,0,10000
48,201900,26,26,23,691,491,2,74,0,31900400,1,1000000,0,10000
48,201900,27,27,18,541,401,2,75,0,33903000,1,990000002,0,20000
48,201900,28,28,8,122,37,2,76,0,31900400,1,1000000,0,450000
48,201900,29,29,4,182,107,2,79,0,31900400,1,1000000,0,10000
48,201900,30,30,4,124,42,2,80,0,31900400,1,1000000,0,10000
48,201900,31,31,4,122,37,2,81,0,31900400,1,1000000,0,50000
48,201900,32,32,13,392,307,1,34,0,44905100,1,1000000,0,20000
48,201900,33,33,27,122,37,2,86,0,31900400,1,1000000,0,10000
48,201900,34,34,4,123,37,2,87,0,31900400,1,1000000,0,50000
48,201900,35,35,4,122,37,2,122,0,31900400,1,1000000,0,50000
48,201900,36,36,12,122,37,1,32,0,44905100,1,111000000,0,50000
48,201900,37,37,10,122,37,2,36,0,31900400,1,211000000,0,50000
48,201900,38,38,4,122,37,2,127,0,31900400,1,1000000,0,4000
48,201900,39,39,4,182,107,2,128,0,31900400,1,1000000,0,10000
48,201900,40,40,4,122,37,2,129,0,31900400,1,1000000,0,20000
48,202000,1,1,1,31,1,2,1,0,31900300,1,1000000,0,150000
48,202000,2,2,4,122,37,2,2,0,31900400,1,1000000,0,5000
48,202000,3,3,4,122,37,2,127,0,31900400,1,1000000,0,5000
48,202000,4,4,4,122,37,2,4,0,31900400,1,1000000,0,10000
48,202000,7,7,4,122,37,2,125,0,31900400,1,1000000,0,5000
48,202000,8,8,12,361,231,1,5,0,44905100,1,1000000,0,200000
48,202000,9,9,4,122,37,2,124,0,31900400,1,211000000,0,10000
48,202000,10,10,4,122,37,2,53,0,31900400,1,1000000,0,10000
48,202000,11,11,20,122,37,2,56,0,31900400,1,1000000,0,10000
48,202000,15,15,12,361,231,1,30,0,44905100,1,112000000,0,120000
48,202000,16,16,4,122,37,2,61,0,31900400,1,1000000,0,10000
48,202000,20,20,18,122,37,2,66,0,31900400,1,1000000,0,10000
48,202000,21,21,8,243,131,2,68,0,33504100,1,1000000,0,30000
48,202000,22,22,8,244,137,2,71,0,31900400,1,1000000,0,10000
48,202000,23,23,4,122,37,2,72,0,31900400,1,1000000,0,25000
48,202000,24,24,8,244,137,2,73,0,31900400,1,1000000,0,10000
48,202000,25,25,8,241,121,2,130,0,31900400,1,1000000,0,5000
48,202000,26,26,23,691,491,2,74,0,31900400,1,1000000,0,10000
48,202000,27,27,18,541,401,2,75,0,33903000,1,990000002,0,15000
48,202000,28,28,8,122,37,2,76,0,31900400,1,1000000,0,50000
48,202000,29,29,4,182,107,2,79,0,31900400,1,1000000,0,10000
48,202000,29,39,18,544,412,2,129,0,31900400,1,1000000,0,50000
48,202000,30,30,4,124,42,2,80,0,31900400,1,1000000,0,10000
48,202000,31,31,4,122,37,2,81,0,31900400,1,1000000,0,50000
48,202000,32,32,13,392,306,2,133,0,33904500,1,1000000,0,5000
48,202000,33,33,27,122,37,2,86,0,31900400,1,1000000,0,10000
48,202000,34,34,4,123,37,2,87,0,31900400,1,1000000,0,50000
48,202000,35,35,4,122,37,2,122,0,31900400,1,1000000,0,10000
48,202000,36,36,12,122,37,1,32,0,44905100,1,111000000,0,40000
48,202000,37,37,10,122,37,2,36,0,31900400,1,211000000,0,50000
48,202000,38,38,4,122,37,2,54,0,31900400,1,1000000,0,40000
48,202100,1,1,1,31,1,2,1,0,31900300,1,1000000,0,150000
48,202100,2,2,4,122,37,2,2,0,31900400,1,1000000,0,5000
48,202100,3,3,4,122,37,2,127,0,31900400,1,1000000,0,5000
48,202100,4,4,4,122,37,2,4,0,31900400,1,1000000,0,10000
48,202100,7,7,4,122,37,2,125,0,31900400,1,1000000,0,5000
48,202100,8,8,12,361,231,1,5,0,44905100,1,111000000,0,150000
48,202100,9,9,10,122,37,2,102,0,33901400,1,211000000,0,5000
48,202100,10,10,4,122,37,2,53,0,31900400,1,1000000,0,10000
48,202100,11,11,20,122,37,2,56,0,31900400,1,1000000,0,10000
48,202100,15,15,12,361,231,1,30,0,44905100,1,112000000,0,60000
48,202100,16,16,4,122,37,2,61,0,31900400,1,1000000,0,25000
48,202100,20,20,18,122,37,2,66,0,31900400,1,1000000,0,10000
48,202100,21,21,8,243,131,2,68,0,33504100,1,1000000,0,20000
48,202100,22,22,8,244,137,2,71,0,31900400,1,1000000,0,10000
48,202100,23,23,4,122,37,2,72,0,31900400,1,1000000,0,25000
48,202100,24,24,8,244,137,2,73,0,31900400,1,1000000,0,10000
48,202100,25,25,8,241,121,2,130,0,31900400,1,1000000,0,5000
48,202100,26,26,23,691,491,2,74,0,31900400,1,1000000,0,10000
48,202100,27,27,18,541,401,2,75,0,33903000,1,990000002,0,15000
48,202100,28,28,8,122,37,2,76,0,31900400,1,1000000,0,50000
48,202100,29,29,4,182,107,2,79,0,31900400,1,1000000,0,10000
48,202100,29,39,18,544,412,2,129,0,31900400,1,1000000,0,40000
48,202100,30,30,4,124,42,2,80,0,31900400,1,1000000,0,10000
48,202100,31,31,4,122,37,2,81,0,31900400,1,1000000,0,50000
48,202100,32,32,13,392,307,1,34,0,44905100,1,1000000,0,20000
48,202100,33,33,27,122,37,2,86,0,31900400,1,1000000,0,10000
48,202100,34,34,4,123,37,2,87,0,31900400,1,1000000,0,50000
48,202100,35,35,4,122,37,2,122,0,31900400,1,1000000,0,10000
48,202100,36,36,12,122,37,1,32,0,44905100,1,111000000,0,40000
48,202100,37,37,10,122,37,2,36,0,31900400,1,211000000,0,50000
48,202100,38,38,4,122,37,2,54,0,31900400,1,1000000,0,40000
48,202100,39,39,4,122,37,2,133,0,31900400,1,1000000,0,5000
48,202100,40,40,27,122,37,2,135,0,31900400,1,1000000,0,10000
48,202100,41,41,23,695,536,2,138,0,31900400,1,1000000,0,3000
48,202100,42,42,23,691,491,2,140,0,31900400,1,1000000,0,10000
48,202100,43,45,4,122,37,2,141,0,31900400,1,1000000,0,40000
48,202100,44,44,4,182,107,2,142,0,31900400,1,1000000,0,10000
48,202100,44,46,18,544,412,2,143,0,31900400,1,1000000,0,40000
48,202200,1,1,1,31,1,2,1,0,31900300,1,500000000,0,150000
48,202200,2,2,4,122,37,2,2,0,31900400,1,500000000,0,5000
48,202200,4,4,4,122,37,2,4,0,31900400,1,500000000,0,10000
48,202200,7,7,4,122,37,2,125,0,31900400,1,500000000,0,5000
48,202200,8,8,12,361,231,1,5,0,44905100,1,500100100,0,150000
48,202200,9,9,10,122,37,2,102,0,33901400,1,500100200,0,5000
48,202200,10,10,4,122,37,2,53,0,31900400,1,500000000,0,10000
48,202200,11,11,20,122,37,2,56,0,31900400,1,500000000,0,10000
48,202200,15,15,12,361,231,1,30,0,44905100,1,540000000,0,40000
48,202200,16,16,4,122,37,2,61,0,31900400,1,500000000,0,25000
48,202200,20,20,18,122,37,2,66,0,31900400,1,500000000,0,10000
48,202200,21,21,8,243,131,2,68,0,33504100,1,500000000,0,20000
48,202200,22,22,8,244,137,2,71,0,31900400,1,500000000,0,10000
48,202200,23,23,4,122,37,2,72,0,31900400,1,500000000,0,25000
48,202200,24,24,8,244,137,2,73,0,31900400,1,500000000,0,10000
48,202200,25,25,8,241,121,2,130,0,31900400,1,500000000,0,5000
48,202200,27,27,18,541,401,2,75,0,33903000,1,899000002,0,15000
48,202200,28,28,8,122,37,2,76,0,31900400,1,500000000,0,10000
48,202200,30,30,4,124,42,2,80,0,31900400,1,500000000,0,10000
48,202200,31,31,4,122,37,2,81,0,31900400,1,500000000,0,10000
48,202200,32,32,13,392,307,1,34,0,44905100,1,500000000,0,20000
48,202200,34,34,4,123,37,2,87,0,31900400,1,500000000,0,50000
48,202200,35,35,4,122,37,2,122,0,31900400,1,500000000,0,10000
48,202200,36,36,12,122,37,1,32,0,44905100,1,500100100,0,40000
48,202200,37,37,10,122,37,2,36,0,31900400,1,500100200,0,50000
48,202200,39,39,4,122,37,2,133,0,31900400,1,500000000,0,5000
48,202200,40,40,27,122,37,2,135,0,31900400,1,500000000,0,5000
48,202200,41,41,23,695,536,2,138,0,31900400,1,500000000,0,3000
48,202200,42,42,23,691,491,2,140,0,31900400,1,500000000,0,10000
48,202200,43,45,4,122,37,2,141,0,31900400,1,500000000,0,8000
48,202200,44,44,4,182,107,2,142,0,31900400,1,500000000,0,5000
48,202200,44,46,18,544,412,2,143,0,31900400,1,500000000,0,10000
48,202300,1,1,1,31,1,2,1,0,31900300,1,500000000,0,150000
48,202300,2,2,4,122,37,2,2,0,31900400,1,500000000,0,5000
48,202300,4,4,4,122,37,2,4,0,31900400,1,500000000,0,10000
48,202300,7,7,4,122,37,2,125,0,31900400,1,500000000,0,5000
48,202300,8,8,12,122,37,2,34,0,31900400,1,500100100,0,45000
48,202300,9,9,10,122,37,2,54,0,31900400,1,500100200,0,3000
48,202300,10,10,4,122,37,2,53,0,31900400,1,500000000,0,10000
48,202300,11,11,20,122,37,2,56,0,31900400,1,500000000,0,10000
48,202300,13,13,14,422,317,2,146,0,31900400,1,500000000,0,20000
48,202300,14,14,19,573,37,2,147,0,31900400,1,500000000,0,20000
48,202300,15,15,12,361,231,1,30,0,44905100,1,540000000,0,90000
48,202300,16,16,4,122,37,2,61,0,31900400,1,500000000,0,25000
48,202300,20,20,18,122,37,2,66,0,31900400,1,500000000,0,10000
48,202300,21,21,8,243,131,2,68,0,33504100,1,500000000,0,20000
48,202300,22,22,8,244,137,2,71,0,31900400,1,500000000,0,10000
48,202300,23,23,4,122,37,2,72,0,31900400,1,500000000,0,25000
48,202300,24,24,8,244,137,2,73,0,31900400,1,500000000,0,10000
48,202300,25,25,8,241,121,2,130,0,31900400,1,500000000,0,5000
48,202300,27,27,18,541,401,2,75,0,33903000,1,899000002,0,15000
48,202300,28,28,8,122,37,2,76,0,31900400,1,500000000,0,10000
48,202300,30,30,4,124,42,2,80,0,31900400,1,500000000,0,10000
48,202300,31,31,4,122,37,2,81,0,31900400,1,500000000,0,10000
48,202300,32,32,13,392,307,1,34,0,44905100,1,500000000,0,20000
48,202300,34,34,4,123,37,2,87,0,31900400,1,500000000,0,50000
48,202300,35,35,4,122,37,2,122,0,31900400,1,500000000,0,10000
48,202300,36,36,12,122,37,1,32,0,44905100,1,500100100,0,40000
48,202300,37,37,10,122,37,2,36,0,31900400,1,500100200,0,50000
48,202300,39,39,4,122,37,2,133,0,31900400,1,500000000,0,5000
48,202300,40,40,27,122,37,2,135,0,31900400,1,500000000,0,5000
48,202300,41,41,23,695,536,2,138,0,31900400,1,500000000,0,3000
48,202300,42,42,23,691,491,2,140,0,31900400,1,500000000,0,10000
48,202300,43,45,4,122,37,2,141,0,31900400,1,500000000,0,8000
48,202300,44,44,4,182,107,2,142,0,31900400,1,500000000,0,5000
48,202300,44,46,18,544,412,2,143,0,31900400,1,500000000,0,10000
48,202400,1,1,1,31,1,2,1,0,31900300,1,500000000,0,150000
48,202400,2,2,4,122,37,2,2,0,31900400,1,500000000,0,5000
48,202400,4,4,4,122,37,2,4,0,31900400,1,500000000,0,10000
48,202400,7,7,4,122,37,2,125,0,31900400,1,500000000,0,5000
48,202400,8,8,12,122,37,2,34,0,31900400,1,500100100,0,45000
48,202400,9,9,10,122,37,2,54,0,31900400,1,500100200,0,3000
48,202400,10,10,4,122,37,2,53,0,31900400,1,500000000,0,10000
48,202400,11,11,20,122,37,2,56,0,31900400,1,500000000,0,10000
48,202400,13,13,14,422,317,2,146,0,31900400,1,500000000,0,10000
48,202400,14,14,19,573,37,2,147,0,31900400,1,500000000,0,10000
48,202400,15,15,12,361,231,1,30,0,44905100,1,540000000,0,200000
48,202400,16,16,4,122,37,2,61,0,31900400,1,500000000,0,25000
48,202400,20,20,18,122,37,2,66,0,31900400,1,500000000,0,10000
